word,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
trial,a-set-of-scales-or-balance-beam-used-in-a-competition,a-defendant-sitting-in-a-holding-cell-with-steel-bars,"a-person-sitting-at-a-desk,-grading-a-stack-of-papers",a-jury-verdict-board-with-a-'guilty'-verdict,"a-judge-wearing-a-robe,-sitting-on-a-bench","a-judge-in-a-courtroom,-bangs-a-gavel-to-signal-the-start-of-a-trial","a-person-in-a-lab-coat,-conducting-a-scientific-experiment-with-precise-timing","a-lawyer-standing-at-a-podium,-speaking-passionately-to-the-jury",a-list-of-rules-or-instructions-displayed-on-a-screen-or-board,"a-jury-foreman,-standing-in-front-of-a-whiteboard,-explaining-the-verdict",a-lawyer-speaking-passionately-in-front-of-a-jury,"a-courtroom-scene-with-a-judge,-delivering-a-verdict","a-lawyer,-holding-a-large-stack-of-files-and-papers,-preparing-for-a-trial",a-judge-wearing-a-black-robe-and-a-gavel-on-the-bench,a-person-participating-in-a-timed-exercise-or-workout-routine,a-law-student-reading-a-textbook-on-jurisprudence,"a-lawyer,-standing-in-front-of-a-large-screen,-showing-evidence-to-the-jury",a-person-measuring-the-time-it-takes-to-complete-a-task-using-a-stopwatch,"a-person-standing-at-a-starting-line,-ready-to-begin-a-race",a-lawyer-arguing-a-case-in-front-of-a-judge,a-scoreboard-display-showing-the-results-of-a-competition,a-prosecutor-holding-a-evidence-bag,a-lawyer-reviewing-files-in-a-library,"a-judge,-wearing-a-stern-expression,-listening-to-a-lawyer's-argument","a-courtroom-scene-with-a-judge,-jury,-and-defendant"
triumph,"a-crowd-of-people-celebrating-a-major-milestone-with-a-big,-festive-party",a-person-standing-on-a-podium-with-a-gold-medal-draped-around-their-neck,a-winner-holding-a-trophy-and-smiling-with-pride,a-scoreboard-showing-a-winning-team's-name-and-the-words-'champions'-in-bright-lights,a-champion-trophy-sitting-atop-a-pedestal-in-a-dimly-lit-trophy-room,a-person-holding-a-trophy-and-surrounded-by-friends-and-family-in-a-living-room,"a-person-standing-on-the-edge-of-a-cliff,-looking-out-over-a-breathtaking-view-they've-achieved",a-victorious-team-being-presented-with-a-championship-trophy-by-a-dignitary,a-champion-holding-a-trophy-aloft-while-being-interviewed-by-a-reporter,"a-person-standing-on-a-mountaintop,-looking-out-over-a-breathtaking-view-they've-achieved","a-person-standing-on-the-steps-of-a-government-building,-holding-a-certificate-of-achievement","a-person-standing-in-front-of-a-sold-out-crowd,-giving-a-triumphant-speech",a-champion-being-surrounded-by-friends-and-family-with-big-smiles,a-triumphant-explorer-standing-in-front-of-a-newly-discovered-landmark,a-confetti-filled-photo-booth-with-friends-taking-silly-pictures,a-scoreboard-showing-a-winning-team's-name-and-the-words-'champions'-in-bold-letters,a-crowd-of-people-cheering-and-holding-up-congratulatory-signs-at-a-stadium,a-victorious-athlete-crossing-the-finish-line-with-a-huge-smile,a-victorious-athlete-being-interviewed-by-a-sports-broadcaster-with-a-trophy-by-their-side,a-victorious-team-doing-a-celebratory-dance-in-the-locker-room,a-champion-being-awarded-a-medal-by-a-dignitary,a-celebratory-banner-with-the-words-'champions'-or-'congratulations'-hanging-above-a-stadium,"a-person-standing-in-front-of-a-crowd,-holding-a-giant-check-for-a-major-award",a-scoreboard-showing-a-winning-team's-name-and-score,a-champion's-name-being-displayed-on-a-large-screen-in-a-stadium
trombone,"a-trombone-being-carefully-stored-in-a-music-room,-with-other-instruments-nearby","a-person's-fingers,-with-the-trombone-mouthpiece-pressed-firmly-to-their-lips,-playing-a-note",a-group-of-students-holding-their-trombones-and-taking-a-photo-together-in-a-band-room,a-person-using-a-trombone-to-teach-a-music-lesson-to-a-group-of-students,"a-musician-holding-a-trombone,-smiling-while-playing-in-a-band",a-trombone-slide-being-carefully-oiled-by-a-musician-in-a-band-room,a-person-struggling-to-get-a-trombone-into-a-small-car-trunk,a-music-stand-with-sheet-music-featuring-trombone-parts,"a-person's-hands,-with-their-fingers-expertly-moving-the-trombone-valves",a-young-student-receiving-a-lesson-from-an-experienced-trombone-teacher-in-a-quiet-practice-room,"a-close-up-view-of-a-trombone's-slide,-with-the-valves-and-mouthpiece-visible","a-close-up-view-of-a-trombone's-mouthpiece,-with-the-musician's-lips-forming-an-'o'",a-school-band-director-handing-a-trombone-to-a-nervous-student,a-music-teacher-adjusting-the-slide-of-a-student's-trombone-during-a-lesson,a-person-trying-to-carry-multiple-trombones-down-a-flight-of-stairs,"a-trombone-being-polished-with-a-soft-cloth,-on-a-music-stand","a-trombone-player-warming-up,-playing-long-tones-through-their-instrument",a-music-library-with-trombone-music-scores-and-books-on-a-shelf,"a-group-of-musicians-playing-a-jazz-ensemble,-with-a-trombone-as-the-lead-instrument",a-person-struggling-to-carry-a-large-trombone-case-down-a-busy-street,a-person-holding-a-trombone-slide-and-placing-it-into-its-holder-on-a-rack,"a-person-holding-a-trombone-and-smiling,-with-a-joyful-expression-on-their-face","a-school-band-performing-in-a-concert,-with-a-trombone-section-in-the-middle",a-music-teacher-holding-a-trombone-and-demonstrating-a-technique-to-students,"a-band-director-holding-a-trombone,-gesturing-to-a-student-during-a-rehearsal"
trouble,"a-person-stuck-in-a-tight-spot,-unable-to-move-forward-or-backward",a-broken-appliance-with-wires-exposed-and-smoke-coming-out,"a-person-holding-their-head-in-their-hands,-surrounded-by-scattered-papers-and-notes","a-person-trying-to-calm-down-a-frightened-animal,-such-as-a-horse",a-person-trying-to-fix-a-flat-tire-on-the-side-of-a-deserted-road,a-tangled-mess-of-wires-and-broken-electronics-on-a-workbench,a-person-trying-to-squeeze-through-a-small-opening-in-a-crowded-space,"a-dark,-abandoned-house-with-broken-windows-and-overgrown-gardens",a-warning-sign-on-a-rocky-cliffside-with-a-rope-fence,a-fire-truck-racing-down-a-street-with-sirens-blaring,"a-messy,-cluttered-room-with-clothes-and-books-scattered-everywhere","a-person-with-a-frustrated-expression,-throwing-a-pen-across-the-room",a-person-looking-overwhelmed-by-a-stack-of-unpaid-bills-and-financial-papers,"a-person-with-a-worried-expression-on-their-face,-staring-at-a-damaged-car","a-crowded,-noisy-city-street-with-honking-cars-and-people-rushing-by",a-person-struggling-to-carry-a-heavy-load-up-a-steep-staircase,"a-person-trying-to-fix-a-leaky-faucet,-surrounded-by-water-and-soap",a-car-with-a-flat-tire-and-a-warning-triangle-on-the-side-of-the-road,a-person-looking-stressed-while-working-on-a-tight-deadline,a-person-looking-anxious-while-waiting-for-a-test-result-or-diagnosis,a-person-looking-worried-while-staring-at-a-medical-test-result,a-person-looking-at-a-clock-and-panicking-about-being-late,a-police-officer-writing-a-ticket-on-the-side-of-the-road,a-person-trying-to-fix-a-broken-lock-on-a-door,a-person-trying-to-fix-a-leaky-pipe-under-the-sink
trumpet,"a-trumpet-player's-face,-with-a-focused-expression-and-eyes-closed-in-concentration",a-jazz-club-with-a-dimly-lit-stage-and-a-solo-trumpeter-performing,"a-trumpet-player-performing-on-stage,-with-a-spotlight-shining-down",a-trumpet-case-leaning-against-the-wall-of-a-music-store,a-jazz-club-audience-clapping-for-a-trumpet-solo,a-trumpet-case-with-a-velvet-interior-and-a-silver-plated-exterior,a-trumpet-being-used-in-a-wedding-ceremony,"a-trumpet-resting-on-a-music-stand,-surrounded-by-other-brass-instruments","a-trumpet-case-leaning-against-the-wall-of-a-small-apartment,-next-to-a-bookshelf",a-music-teacher-handing-a-trumpet-to-a-nervous-looking-student,"a-group-of-friends-playing-music-together,-with-a-trumpet-lying-on-a-couch",a-young-boy-blowing-into-a-toy-trumpet-made-of-plastic,a-trumpet-case-and-music-stand-set-up-in-the-corner-of-a-large-concert-hall,"a-jazz-band-performing-at-a-rooftop-concert,-with-trumpets-visible-on-the-stage",a-trumpet-player-with-a-trumpet-shaped-trophy-on-a-shelf,"a-trumpet-player-blowing-air-through-the-instrument,-with-a-dramatic-expression",a-trumpet-player-performing-in-a-small-jazz-club,"a-trumpet-case-being-carried-by-a-musician,-with-other-instruments-spilling-out",a-trumpet-player-performing-with-a-live-band-on-stage,a-person-holding-a-trumpet-while-walking-down-a-busy-street,a-trumpet-player-taking-a-drink-from-a-water-bottle-while-on-stage,"a-trumpet-player's-hands-holding-the-instrument,-with-fingers-covering-the-valves","a-person-holding-a-trumpet-and-walking-down-a-busy-street,-lost-in-thought",a-music-sheet-with-trumpet-sheet-music-open-on-a-music-stand,"a-trumpet-lying-on-a-table,-surrounded-by-sheet-music-and-music-notes"
tulip,a-person-taking-a-photo-of-a-tulip-in-a-garden,a-person-admiring-a-tulip-in-a-glass-terrarium-on-a-desk,a-tulip-shaped-cookie-on-a-plate-with-other-sweet-treats,a-bouquet-of-colorful-tulips-in-a-glass-vase-on-a-wooden-coffee-table,a-flower-pot-with-a-single-tulip-bulb-planted-in-soil-on-a-windowsill,a-person-arranging-a-bouquet-of-tulips-in-a-vase,a-box-of-tulip-bulbs-stacked-in-a-garden-shed,a-tulip-themed-mural-on-the-side-of-a-building-in-a-city,"a-field-of-tulips-being-harvested-by-a-tractor-in-a-large,-open-field",a-bouquet-of-tulips-on-a-table-in-a-restaurant,a-single-tulip-bulb-being-planted-in-a-pot-of-soil,a-field-of-tulips-swaying-in-the-wind-on-a-sunny-day,a-person-picking-a-bouquet-of-tulips-from-a-garden,a-person-cutting-the-stems-of-tulips-to-put-in-a-vase,a-collection-of-vintage-tulip-themed-postcards-on-a-desk,"a-path-of-tulips-leading-to-a-beautiful,-historic-mansion-in-a-picturesque-landscape","a-close-up-view-of-a-tulip's-vibrant,-cup-shaped-center","a-close-up-view-of-a-tulip's-intricate,-striped-stem",a-tulip-festival-in-full-swing-with-people-of-all-ages-admiring-the-flowers,a-field-of-tulips-swaying-in-the-breeze-on-a-sunny-spring-day,a-bouquet-of-colorful-tulips-in-a-glass-vase-on-a-dining-room-table,"a-close-up-view-of-the-delicate,-cup-shaped-center-of-a-tulip-flower",a-bouquet-of-tulips-and-daffodils-in-a-hand-woven-basket,"a-person-holding-a-single-tulip,-admiring-its-beauty","a-bouquet-of-tulips-in-a-simple,-yet-elegant,-glass-vase-on-a-coffee-table"
tumble,a-person-falling-off-a-bicycle-and-landing-on-a-soft-surface,a-person-lying-in-a-pile-of-hay-in-a-field,a-messy-stack-of-books-falling-off-a-bookshelf,a-pile-of-leaves-being-blown-by-the-wind-in-an-autumn-park,a-pile-of-leaves-on-a-lawn-after-a-storm,a-person-doing-a-forward-roll-on-a-gymnastics-mat,a-stack-of-precariously-balanced-blocks-on-a-construction-site,a-person-trying-to-climb-out-of-a-pile-of-snow-on-a-mountain,a-stack-of-books-on-a-bookshelf-in-a-library-or-home,a-person-slipping-on-a-banana-peel-on-a-grocery-store-floor,a-person-attempting-to-walk-on-a-tightrope-high-above-the-ground,a-pile-of-fresh-laundry-hanging-on-a-clothesline,a-pile-of-fallen-rocks-and-dirt-after-a-landslide,a-laundry-basket-filled-with-dirty-clothes-on-a-bedroom-floor,a-pile-of-blankets-on-a-bed-in-a-cabin-or-camping-scenario,a-messy-stack-of-papers-falling-off-a-desk,a-person-trying-to-pick-up-a-pile-of-papers-from-the-floor,a-person-practicing-a-forward-roll-on-a-gymnastics-mat,a-stack-of-dirty-laundry-on-a-washing-machine,a-messy-craft-table-with-art-supplies-scattered-all-over,a-blanket-being-shaken-outside-on-a-breezy-day,a-laundry-basket-being-lifted-by-a-person-with-clothes-spilling-out,a-person-falling-or-tumbling-down-a-staircase,a-person-slipping-on-a-patch-of-ice-on-a-sidewalk,a-stack-of-papers-on-a-desk-in-an-office
tunnel,a-tourist-walking-through-a-tunnel-of-flowers-in-a-garden,a-car-driving-through-a-snowy-mountain-tunnel-on-a-winding-road,a-car's-headlights-illuminating-a-curved-tunnel-entrance-at-night,a-skier-zooming-through-a-snowy-tunnel-made-of-artificial-walls,a-pedestrian-walking-through-a-pedestrian-tunnel-under-a-busy-street,"a-camera-crew-filming-a-scene-through-a-large,-mock-tunnel-set","a-hiker-crawling-through-a-narrow,-rocky-tunnel-in-a-cave",a-close-up-view-of-a-tunnel's-brick-arches-and-steel-beams,"a-group-of-friends-walking-through-a-festive,-outdoor-tunnel-of-lights-at-a-festival",a-baseball-player-sliding-through-a-tunnel-made-of-foam-blocks-in-a-batting-cage,a-car-driving-through-a-tunnel-with-a-river-flowing-below-it,"a-worker-installing-electrical-wires-in-a-long,-dark-tunnel",a-set-of-railroad-tracks-disappearing-into-the-darkness-of-a-tunnel,a-camera-lens-capturing-a-photo-of-a-train-entering-a-tunnel,a-hot-air-balloon-flying-above-a-tunnel-on-a-winding-mountain-road,a-construction-crane-lifting-a-beam-into-place-in-a-tunnel's-ceiling,a-pair-of-headlights-illuminating-a-tunnel-entrance-at-sunset,a-pair-of-headlights-approaching-in-the-distance-through-a-tunnel,a-diver's-helmet-and-air-tank-visible-through-the-glass-of-an-underwater-tunnel,"a-train-speeding-through-a-dark,-narrow-underground-passage",a-car-driving-through-a-tunnel-with-bright-lights-reflecting-off-the-water-below,a-train-conductor-waving-from-the-cab-of-a-train-exiting-a-tunnel,a-construction-worker-operating-a-drilling-machine-in-a-tunnel-excavation-site,"a-pair-of-headlights-illuminating-a-long,-dark-tunnel-on-a-deserted-highway","a-model-train-chugging-along-a-miniature,-winding-tunnel-track"
turtle,a-turtle's-foot-digging-into-the-sand-on-a-beach,a-turtle-swimming-in-a-shallow-pool-of-water-in-a-park,a-turtle-swimming-through-a-school-of-fish-in-a-coral-reef,a-pond-with-water-lilies-and-a-turtle-eating-a-leaf,a-beach-towel-and-sunglasses-abandoned-on-a-sandy-beach-near-a-turtle-nesting-site,a-turtle's-shell-with-a-cracked-or-broken-part,a-turtle's-head-poking-out-of-a-water-garden-in-a-backyard,a-turtle-swimming-near-a-school-of-fish-in-the-open-ocean,a-turtle-perched-on-a-rock-near-a-calm-lake,a-terrarium-with-a-turtle-and-a-miniature-landscape,a-person-feeding-a-turtle-in-a-terrarium,a-turtle-emerging-from-a-storm-drain-in-a-city,a-person-releasing-a-turtle-back-into-the-wild-from-a-bucket,a-turtle-nesting-on-a-sandy-beach-at-night,a-slow-moving-turtle-crossing-a-sandy-beach-at-low-tide,a-person-releasing-a-turtle-back-into-a-lake,a-turtle-basking-in-the-sun-on-a-large-rock-near-a-river,a-person-feeding-a-pet-turtle-in-a-backyard-pond,a-turtle-nesting-on-a-rocky-outcropping-in-a-mountainous-area,a-turtle-shell-hanging-on-a-wall-in-a-museum-exhibit,a-terrarium-with-a-small-turtle-basking-on-a-rock,a-child-holding-a-small-turtle-in-a-bathtub,a-person-snorkeling-in-the-ocean-near-a-sea-turtle,a-person-observing-a-turtle-from-a-kayak-on-a-river,a-turtle-shell-lying-on-a-forest-floor-near-a-fallen-log
uncle,"a-man-wearing-a-suit-and-tie,-standing-in-front-of-a-whiteboard,-giving-a-presentation",a-man-with-a-harmonica-and-a-cowboy-hat-in-a-country-setting,"a-man-with-a-kind-face,-cooking-breakfast-in-a-kitchen,-surrounded-by-appliances-and-utensils","a-man-in-a-suit,-holding-a-pocket-watch-and-looking-at-a-photo-album","a-man-with-a-bushy-beard-and-a-hat,-sitting-in-a-rocking-chair-on-a-porch","a-man-with-a-bushy-beard,-working-on-a-project-in-a-garage,-surrounded-by-tools-and-wood","a-middle-aged-man-with-a-kind-smile-and-a-bushy-mustache,-wearing-a-cardigan-and-holding-a-gift",a-man-with-a-kind-smile-and-a-bouquet-of-flowers-at-a-flower-shop,"a-man-in-a-suit,-sitting-at-a-kitchen-table,-having-a-family-dinner",a-man-with-a-fishing-rod-standing-on-a-dock,a-man-with-a-kind-smile-and-a-plate-of-cookies-in-a-family-kitchen,"a-man-with-a-warm,-comforting-hug-for-a-crying-child","a-man-with-a-kind-face,-listening-to-a-family-member's-problem",a-man-with-a-book-and-a-reading-lamp-in-a-cozy-study,"a-man-in-his-50s,-graying-at-the-temples,-cooking-a-bbq-in-a-backyard-with-family","a-man-in-his-60s,-wearing-a-chef's-hat-and-holding-a-wooden-spoon-in-a-kitchen","a-man-in-a-flannel-shirt,-cooking-on-a-grill-in-a-backyard","a-man-in-a-library,-reading-a-book-or-researching-a-topic","a-man-with-a-kind-face,-teaching-a-child-how-to-ride-a-skateboard",a-man-wearing-a-denim-jacket-and-holding-a-guitar,"a-bespectacled-man-in-a-denim-shirt,-playing-with-a-grandchild-on-a-playground",a-man-holding-a-toolbox-and-standing-next-to-a-workbench,a-man-in-a-hawaiian-shirt-and-shorts-at-a-backyard-barbecue,"a-man-in-his-50s,-playing-a-musical-instrument,-such-as-a-guitar","a-man-in-a-plaid-shirt,-watching-a-family-movie-on-the-couch"
under,a-tree-branch-partially-submerged-in-a-calm-lake,a-car-driving-under-a-highway-overpass,a-person-standing-under-a-waterfall-on-a-hiking-trail,a-manhole-cover-with-a-metal-ring-around-it-on-a-city-street,a-tree-root-growing-under-a-sidewalk,a-person-kneeling-under-a-waterfall-in-a-lush-forest,a-bridge-under-construction-with-heavy-machinery-and-workers,a-car-driving-under-a-low-hanging-sign,a-person-walking-under-a-streetlamp-on-a-rainy-night,a-car-driving-under-a-low-hanging-bridge,a-person-swimming-under-the-water-in-a-pool,a-person-hiding-under-a-pile-of-blankets-on-a-bed,a-hidden-entrance-to-a-secret-room,a-person-trying-to-squeeze-through-a-small-opening,a-person-standing-under-a-large-awning-in-front-of-a-store,a-river-flowing-under-a-rocky-cliff,a-building's-basement-entrance-with-stairs-leading-down,a-street-performer-juggling-under-a-colorful-circus-tent,a-person-ducking-under-a-low-hanging-branch-while-hiking,a-person-crouched-beneath-a-low-hanging-branch-in-a-forest,a-person-wearing-a-raincoat-under-a-heavy-downpour,a-car-driving-under-a-covered-bridge,a-person-trying-to-squeeze-under-a-low-hanging-doorframe,a-car-driving-under-a-tunnel-with-flashing-lights-at-the-entrance,a-tree-growing-under-a-rocky-outcropping
unit,"a-small,-standalone-display-screen-showing-a-countdown-timer",a-set-of-coordinates-on-a-map-indicating-a-location,a-set-of-measuring-cups-in-a-kitchen,a-scoreboard-displaying-the-score-of-a-sports-game,"a-person-sitting-in-a-single,-cozy-armchair-by-a-fireplace","a-person-standing-in-front-of-a-whiteboard,-explaining-a-mathematical-concept","a-team-of-athletes-gathered-around-a-single,-marked-boundary","a-vending-machine-with-buttons-and-a-coin-slot,-dispensing-a-snack","a-person-standing-in-front-of-a-single,-large,-closed-door","a-single,-gleaming-medal-hanging-from-a-ribbon-on-a-person's-chest",a-person-holding-a-solitary-candle-on-a-table,"a-single,-perfectly-placed-coffee-cup-on-a-crowded-café-counter","a-single,-perfectly-cooked-egg-on-a-plate","a-small,-standalone-calculator-sitting-on-a-desktop-with-papers-and-pens","a-stack-of-identical,-rectangular-boxes-labeled-with-a-product's-name","a-single,-perfectly-formed-snowflake-falling-through-the-air",a-person-holding-a-smartphone-with-the-calculator-app-on-the-screen,"a-stack-of-identical,-rectangular-boxes-labeled-with-a-company's-logo",a-group-of-soldiers-standing-in-formation-on-a-parade-ground,"a-single,-brightly-lit-streetlight-on-a-dark-city-street",a-set-of-stairs-in-a-multi-story-building,a-set-of-building-blocks-with-different-unit-sizes,"a-small,-portable-container-used-for-storing-tools","a-single,-isolated-room-in-a-large-office-building",a-person-using-a-smartphone-to-scan-a-barcode-on-a-product
upright,a-vertical-ladder-leaning-against-a-brick-wall,a-person-standing-on-tiptoes-to-reach-a-high-shelf,a-person-standing-in-a-crowded-public-transportation-vehicle,a-person-standing-with-their-feet-shoulder-width-apart-on-a-sidewalk,a-vertical-row-of-stacked-boxes-on-a-pallet,a-vertical-support-beam-holding-up-a-bridge-or-a-roof,a-straight-line-drawn-on-a-piece-of-graph-paper,"a-person-standing-on-a-steep-cliff,-looking-out-at-the-landscape",a-row-of-vertical-pipes-in-an-industrial-setting,a-portrait-of-a-person-standing-upright-in-a-formal-photograph,a-tree-with-its-leaves-reaching-towards-the-sky,a-vertical-windowpane-with-a-view-of-a-cityscape-outside,a-bookshelf-with-books-stacked-vertically-on-each-other,a-vertical-column-of-stacked-books-on-a-bookshelf,"a-person-standing-on-a-skateboard,-performing-a-vertical-trick",a-person-standing-on-a-diving-board-above-a-pool,"a-person-standing-on-one-leg,-balancing-on-a-balance-board",a-vertical-pipe-running-through-a-sewer-system,a-person-standing-on-a-raised-platform-to-give-a-speech,a-person-standing-with-their-hands-on-their-hips-in-a-confident-pose,a-person-standing-in-a-control-room-with-monitoring-screens,"a-person-standing-in-front-of-a-large,-vertical-painting-on-an-easel",a-mannequin-displaying-a-coat-in-a-clothing-store,"a-person-standing-in-a-parade,-waving-to-a-crowd-from-a-float",a-vertical-wind-turbine-on-a-hillside
upset,"a-person-with-a-scowl-on-their-face,-looking-at-a-clock-that's-running-out-of-time","a-person's-eyes-welling-up-with-tears,-as-they-look-at-a-sad-memory","a-broken-or-cracked-mirror,-symbolizing-a-shattered-reflection-or-identity","a-clenched-fist-holding-a-broken-object,-such-as-a-vase-or-a-plate","a-person-with-a-band-aid-or-a-bruise-on-their-hand,-indicating-physical-pain","a-person-with-a-crumpled-piece-of-paper,-indicating-a-rejected-idea-or-proposal","a-person-with-a-scrunched-up-face-and-a-furrowed-brow,-gritting-their-teeth","a-person-with-a-scrunched-up-face,-looking-at-a-bad-review-or-a-negative-comment",a-stormy-sky-with-dark-clouds-and-lightning-illuminating-the-atmosphere,"a-person-with-a-sad-face,-sitting-alone-on-a-bench-or-a-park-bench","a-person's-body-language,-slumped-and-defeated,-after-receiving-bad-news",a-person's-eyes-scrunched-up-in-frustration-while-stuck-in-traffic,"a-person-with-a-frustrated-expression,-banging-their-head-against-a-wall","a-person-pacing-back-and-forth,-clearly-agitated-and-upset","a-worried-expression-on-a-person's-face,-with-a-furrowed-brow-and-biting-lip",a-person-with-clenched-fists-and-a-scowl-on-their-face,a-person-crying-and-burying-their-face-in-a-pillow,"a-person-with-a-scowl-on-their-face,-looking-at-a-traffic-jam-or-a-crowded-street",a-person's-eyes-welling-up-with-tears-as-they-say-goodbye-to-a-loved-one,"a-person-with-a-shaking-hand-holding-a-cup-of-coffee,-indicating-stress-and-anxiety",a-person's-face-twisted-in-a-mixture-of-anger-and-frustration-while-stuck-in-a-traffic-jam,"a-torn-or-ripped-piece-of-paper,-symbolizing-something-that-has-been-torn-apart",a-person-with-tears-streaming-down-their-face-and-a-shaking-body,"a-person's-eyes-cast-downward,-as-they-try-to-process-a-difficult-emotion",a-person's-face-twisted-in-a-mixture-of-sadness-and-anger
vacuum,a-vacuum-cleaner's-filter-being-replaced-on-a-shelf-in-a-laundry-room,a-bagless-vacuum-canister-sitting-on-the-side-of-a-dusty-garage,a-person-pushing-a-vacuum-cleaner-across-a-hardwood-floor,a-person-cleaning-a-car-interior-with-a-handheld-vacuum,a-box-of-vacuum-cleaner-filters-on-a-shelf-in-a-laundry-room,"a-young-boy-holding-a-handheld-vacuum,-looking-excited",a-vacuum-cleaner's-brush-rolling-across-a-carpeted-bedroom-floor,a-person-emptying-a-vacuum-cleaner-bag-into-a-trash-can,a-vacuum-cleaner-sucking-up-water-from-a-flooded-bathroom-floor,a-person-pushing-a-bulky-upright-vacuum-cleaner-through-a-hallway,a-person-vacuuming-up-hair-from-a-carpeted-bathroom-floor,a-vacuum-cleaner's-crevice-tool-attached-to-the-end-of-a-hose,a-vacuum-cleaner-cord-plugged-into-an-electrical-outlet,a-person-using-a-vacuum-cleaner-to-clean-a-pet-bed,a-woman-pushing-a-bulky-vacuum-cleaner-across-a-hardwood-floor,a-person-vacuuming-the-windowsills-in-a-sunny-living-room,a-dustpan-and-a-brush-lying-next-to-a-vacuum-cleaner-in-a-garage,a-person-using-a-vacuum-cleaner-on-a-carpeted-living-room-floor,a-messy-living-room-with-dust-bunnies-and-a-vacuum-cleaner-in-the-corner,a-person-using-a-vacuum-cleaner's-upholstery-tool-to-clean-a-car-seat,a-vacuum-cleaner's-rotating-brush-tangled-with-a-ball-of-yarn-on-a-carpet,a-vacuum-cleaner's-wheels-spinning-on-a-slippery-floor,a-vacuum-cleaner-bag-on-a-store-shelf-next-to-a-selection-of-cleaning-supplies,a-cord-wrapped-around-the-back-of-a-vacuum-cleaner-in-a-laundry-room,a-vacuum-cleaner's-cord-tangled-with-a-rope-on-a-deck
valley,a-group-of-sheepdogs-herding-sheep-across-a-green-valley,"a-misty-valley-at-dawn,-with-the-sun-rising-over-the-mountains-and-casting-a-golden-glow","a-group-of-hikers-climbing-up-a-mountain-trail,-with-a-valley-below",a-group-of-cyclists-riding-through-a-rolling-valley,a-scenic-train-winding-its-way-through-a-mountain-valley,"a-narrow,-winding-path-leading-through-a-rocky-valley","a-picturesque-bridge-spanning-a-river-in-the-center-of-a-valley,-with-a-village-below",a-small-village-nestled-between-two-hills-with-smoke-rising-from-chimneys,"a-group-of-people-hiking-down-into-a-valley,-with-a-river-and-waterfalls-below","a-rocky-valley-with-a-dry-riverbed,-surrounded-by-scrubby-bushes-and-cacti","a-hiker-standing-at-the-edge-of-a-steep-valley,-looking-down-at-a-river-below",a-helicopter-flying-low-over-a-valley-below,"a-valley-with-a-hot-spring,-a-natural-pool-of-warm-water-surrounded-by-rocks-and-trees","a-valley-with-a-dry-lake-bed,-the-remnants-of-a-former-lake-bed-now-covered-in-sand-and-rock","a-vineyard-nestled-in-the-rolling-hills-of-a-valley,-with-rows-of-grapevines","a-narrow-valley-with-a-steep,-rocky-cliff-face,-and-a-tiny-stream-running-through-the-center",a-group-of-campers-setting-up-their-tents-near-a-riverbank,"a-farmer-working-in-a-field-at-the-edge-of-a-valley,-with-a-tractor-and-crops","a-forest-of-tall-trees,-their-trunks-covered-in-moss-and-ferns","a-scenic-train-winding-its-way-through-a-mountain-valley,-with-tunnels-and-bridges",a-group-of-hikers-standing-at-the-edge-of-a-steep-valley,"a-narrow,-winding-path-leading-through-a-dense-forest",a-group-of-campers-setting-up-their-tents-in-a-secluded-valley-surrounded-by-trees,a-serene-lake-reflecting-the-surrounding-mountains-and-trees-in-a-valley,a-group-of-people-picnicking-on-a-grassy-hillside-in-a-valley
value,a-cashier-scanning-a-customer's-groceries,a-gold-bar-being-lifted-by-a-worker-in-a-mint,a-priceless-artwork-hanging-in-a-museum-gallery,a-person-holding-a-winning-lottery-ticket,a-cash-register-drawer-being-counted-by-a-store-manager,a-piggy-bank-sitting-on-a-dresser-with-a-coin-slot-on-top,a-stock-market-ticker-screen-displaying-rapidly-changing-numbers,a-cashier-scanning-a-high-end-product-at-a-luxury-department-store,a-certificate-of-deposit-with-a-high-interest-rate,a-person-holding-a-'50'-lottery-ticket-and-smiling,a-person-negotiating-a-deal-with-a-handshake-and-a-smile,a-currency-exchange-office-with-a-sign-displaying-different-exchange-rates,a-valuable-looking-book-on-a-bookshelf-in-a-library,a-cash-register-ringing-up-a-purchase-at-a-busy-coffee-shop,"a-person-counting-a-large-sum-of-money-in-a-dimly-lit,-smoke-filled-casino",a-person-making-a-donation-to-a-charity-at-a-fundraising-event,a-price-tag-on-a-shirt-at-a-department-store,a-person-calculating-their-net-worth-on-a-financial-planning-spreadsheet,a-person-shopping-online-with-a-secure-payment-page,a-money-tree-plant-on-a-windowsill-with-a-few-coins-scattered-around,a-person-negotiating-a-high-stakes-business-deal-over-a-conference-table,a-stack-of-gold-coins-on-a-wooden-counter,a-price-tag-on-a-high-end-designer-handbag,a-person-calculating-the-cost-of-a-luxury-vacation-package-on-a-travel-website,a-stock-ticker-displaying-a-rapid-increase-in-stock-prices-on-a-financial-news-website
